pair,horizon_label,horizon_minutes,forecast_k,scenario_actual_k,delta_k,predicted_return_pct,slope_pct_per_1k_delta,intercept_pct,n_events
USD/CAD,30m,30,65.0,40.0,-25.0,-0.10686654554552805,0.0004385633665827815,-0.09590246138095851,59
USD/CAD,30m,30,65.0,65.0,0.0,-0.09590246138095851,0.0004385633665827815,-0.09590246138095851,59
USD/CAD,30m,30,65.0,90.0,25.0,-0.08493837721638897,0.0004385633665827815,-0.09590246138095851,59
USD/CAD,30m,30,65.0,115.0,50.0,-0.07397429305181943,0.0004385633665827815,-0.09590246138095851,59
USD/CAD,30m,30,65.0,140.0,75.0,-0.0630102088872499,0.0004385633665827815,-0.09590246138095851,59
USD/CAD,30m,30,65.0,165.0,100.0,-0.05204612472268036,0.0004385633665827815,-0.09590246138095851,59
USD/CAD,30m,30,65.0,215.0,150.0,-0.030117956393541284,0.0004385633665827815,-0.09590246138095851,59
USD/CAD,1h,60,65.0,-85.0,-150.0,-0.1806658990193113,0.00036721020306203927,-0.1255843685600054,59
USD/CAD,1h,60,65.0,-35.0,-100.0,-0.16230538886620932,0.00036721020306203927,-0.1255843685600054,59
USD/CAD,1h,60,65.0,-10.0,-75.0,-0.15312513378965836,0.00036721020306203927,-0.1255843685600054,59
USD/CAD,1h,60,65.0,15.0,-50.0,-0.14394487871310738,0.00036721020306203927,-0.1255843685600054,59
USD/CAD,1h,60,65.0,40.0,-25.0,-0.1347646236365564,0.00036721020306203927,-0.1255843685600054,59
USD/CAD,1h,60,65.0,65.0,0.0,-0.1255843685600054,0.00036721020306203927,-0.1255843685600054,59
USD/CAD,1h,60,65.0,90.0,25.0,-0.11640411348345442,0.00036721020306203927,-0.1255843685600054,59
USD/CAD,1h,60,65.0,115.0,50.0,-0.10722385840690343,0.00036721020306203927,-0.1255843685600054,59
USD/CAD,1h,60,65.0,140.0,75.0,-0.09804360333035246,0.00036721020306203927,-0.1255843685600054,59
USD/CAD,1h,60,65.0,165.0,100.0,-0.08886334825380147,0.00036721020306203927,-0.1255843685600054,59
USD/CAD,1h,60,65.0,215.0,150.0,-0.07050283810069952,0.00036721020306203927,-0.1255843685600054,59
USD/CAD,2h,120,65.0,-85.0,-150.0,-0.16112456935098007,0.00026778895154540766,-0.12095622661916892,59
USD/CAD,2h,120,65.0,-35.0,-100.0,-0.14773512177370968,0.00026778895154540766,-0.12095622661916892,59
USD/CAD,2h,120,65.0,-10.0,-75.0,-0.1410403979850745,0.00026778895154540766,-0.12095622661916892,59
USD/CAD,2h,120,65.0,15.0,-50.0,-0.1343456741964393,0.00026778895154540766,-0.12095622661916892,59
USD/CAD,2h,120,65.0,40.0,-25.0,-0.1276509504078041,0.00026778895154540766,-0.12095622661916892,59
USD/CAD,2h,120,65.0,65.0,0.0,-0.12095622661916892,0.00026778895154540766,-0.12095622661916892,59
USD/CAD,2h,120,65.0,90.0,25.0,-0.11426150283053374,0.00026778895154540766,-0.12095622661916892,59
USD/CAD,2h,120,65.0,115.0,50.0,-0.10756677904189854,0.00026778895154540766,-0.12095622661916892,59
USD/CAD,2h,120,65.0,140.0,75.0,-0.10087205525326334,0.00026778895154540766,-0.12095622661916892,59
USD/CAD,2h,120,65.0,165.0,100.0,-0.09417733146462816,0.00026778895154540766,-0.12095622661916892,59
USD/CAD,2h,120,65.0,215.0,150.0,-0.08078788388735778,0.00026778895154540766,-0.12095622661916892,59
USD/CAD,4h,240,65.0,-85.0,-150.0,-0.13022560576067407,6.46148998107658e-05,-0.1205333707890592,59
USD/CAD,4h,240,65.0,-35.0,-100.0,-0.12699486077013578,6.46148998107658e-05,-0.1205333707890592,59
USD/CAD,4h,240,65.0,-10.0,-75.0,-0.12537948827486664,6.46148998107658e-05,-0.1205333707890592,59
USD/CAD,4h,240,65.0,15.0,-50.0,-0.12376411577959748,6.46148998107658e-05,-0.1205333707890592,59
USD/CAD,4h,240,65.0,40.0,-25.0,-0.12214874328432834,6.46148998107658e-05,-0.1205333707890592,59
USD/CAD,4h,240,65.0,65.0,0.0,-0.1205333707890592,6.46148998107658e-05,-0.1205333707890592,59
USD/CAD,4h,240,65.0,90.0,25.0,-0.11891799829379004,6.46148998107658e-05,-0.1205333707890592,59
USD/CAD,4h,240,65.0,115.0,50.0,-0.11730262579852091,6.46148998107658e-05,-0.1205333707890592,59
USD/CAD,4h,240,65.0,140.0,75.0,-0.11568725330325176,6.46148998107658e-05,-0.1205333707890592,59
USD/CAD,4h,240,65.0,165.0,100.0,-0.11407188080798261,6.46148998107658e-05,-0.1205333707890592,59
USD/CAD,4h,240,65.0,215.0,150.0,-0.11084113581744433,6.46148998107658e-05,-0.1205333707890592,59
USD/CAD,6h,360,65.0,-85.0,-150.0,-0.1592385236352255,0.00017862902198505107,-0.13244417033746786,59
USD/CAD,6h,360,65.0,-35.0,-100.0,-0.15030707253597297,0.00017862902198505107,-0.13244417033746786,59
USD/CAD,6h,360,65.0,-10.0,-75.0,-0.14584134698634668,0.00017862902198505107,-0.13244417033746786,59
USD/CAD,6h,360,65.0,15.0,-50.0,-0.14137562143672042,0.00017862902198505107,-0.13244417033746786,59
USD/CAD,6h,360,65.0,40.0,-25.0,-0.13690989588709412,0.00017862902198505107,-0.13244417033746786,59
USD/CAD,6h,360,65.0,65.0,0.0,-0.13244417033746786,0.00017862902198505107,-0.13244417033746786,59
USD/CAD,6h,360,65.0,90.0,25.0,-0.1279784447878416,0.00017862902198505107,-0.13244417033746786,59
USD/CAD,6h,360,65.0,115.0,50.0,-0.1235127192382153,0.00017862902198505107,-0.13244417033746786,59
USD/CAD,6h,360,65.0,140.0,75.0,-0.11904699368858904,0.00017862902198505107,-0.13244417033746786,59
USD/CAD,6h,360,65.0,165.0,100.0,-0.11458126813896274,0.00017862902198505107,-0.13244417033746786,59
USD/CAD,6h,360,65.0,215.0,150.0,-0.1056498170397102,0.00017862902198505107,-0.13244417033746786,59
USD/CAD,12h,720,65.0,-85.0,-150.0,-0.15825693190235954,9.804306306581446e-05,-0.14355047244248736,59
USD/CAD,12h,720,65.0,-35.0,-100.0,-0.1533547787490688,9.804306306581446e-05,-0.14355047244248736,59
USD/CAD,12h,720,65.0,-10.0,-75.0,-0.15090370217242344,9.804306306581446e-05,-0.14355047244248736,59
USD/CAD,12h,720,65.0,15.0,-50.0,-0.1484526255957781,9.804306306581446e-05,-0.14355047244248736,59
USD/CAD,12h,720,65.0,40.0,-25.0,-0.14600154901913273,9.804306306581446e-05,-0.14355047244248736,59
USD/CAD,12h,720,65.0,65.0,0.0,-0.14355047244248736,9.804306306581446e-05,-0.14355047244248736,59
USD/CAD,12h,720,65.0,90.0,25.0,-0.141099395865842,9.804306306581446e-05,-0.14355047244248736,59
USD/CAD,12h,720,65.0,115.0,50.0,-0.13864831928919663,9.804306306581446e-05,-0.14355047244248736,59
USD/CAD,12h,720,65.0,140.0,75.0,-0.1361972427125513,9.804306306581446e-05,-0.14355047244248736,59
USD/CAD,12h,720,65.0,165.0,100.0,-0.13374616613590593,9.804306306581446e-05,-0.14355047244248736,59
USD/CAD,12h,720,65.0,215.0,150.0,-0.1288440129826152,9.804306306581446e-05,-0.14355047244248736,59
USD/JPY,1m,1,65.0,-85.0,-150.0,-0.19267983737196948,0.00038926402931889405,-0.13429023297413537,59
USD/JPY,1m,1,65.0,-35.0,-100.0,-0.17321663590602476,0.00038926402931889405,-0.13429023297413537,59
USD/JPY,1m,1,65.0,-10.0,-75.0,-0.1634850351730524,0.00038926402931889405,-0.13429023297413537,59
USD/JPY,1m,1,65.0,15.0,-50.0,-0.15375343444008008,0.00038926402931889405,-0.13429023297413537,59
USD/JPY,1m,1,65.0,40.0,-25.0,-0.14402183370710772,0.00038926402931889405,-0.13429023297413537,59
USD/JPY,1m,1,65.0,65.0,0.0,-0.13429023297413537,0.00038926402931889405,-0.13429023297413537,59
USD/JPY,1m,1,65.0,90.0,25.0,-0.12455863224116301,0.00038926402931889405,-0.13429023297413537,59
USD/JPY,1m,1,65.0,115.0,50.0,-0.11482703150819067,0.00038926402931889405,-0.13429023297413537,59
USD/JPY,1m,1,65.0,140.0,75.0,-0.10509543077521831,0.00038926402931889405,-0.13429023297413537,59
USD/JPY,1m,1,65.0,165.0,100.0,-0.09536383004224597,0.00038926402931889405,-0.13429023297413537,59
USD/JPY,1m,1,65.0,215.0,150.0,-0.07590062857630125,0.00038926402931889405,-0.13429023297413537,59
USD/JPY,5m,5,65.0,-85.0,-150.0,-0.23179795809836773,0.0004806894967426256,-0.15969453358697389,59
USD/JPY,5m,5,65.0,-35.0,-100.0,-0.20776348326123645,0.0004806894967426256,-0.15969453358697389,59
USD/JPY,5m,5,65.0,-10.0,-75.0,-0.1957462458426708,0.0004806894967426256,-0.15969453358697389,59
USD/JPY,5m,5,65.0,15.0,-50.0,-0.18372900842410517,0.0004806894967426256,-0.15969453358697389,59
USD/JPY,5m,5,65.0,40.0,-25.0,-0.17171177100553953,0.0004806894967426256,-0.15969453358697389,59
USD/JPY,5m,5,65.0,65.0,0.0,-0.15969453358697389,0.0004806894967426256,-0.15969453358697389,59
USD/JPY,5m,5,65.0,90.0,25.0,-0.14767729616840825,0.0004806894967426256,-0.15969453358697389,59
USD/JPY,5m,5,65.0,115.0,50.0,-0.1356600587498426,0.0004806894967426256,-0.15969453358697389,59
USD/JPY,5m,5,65.0,140.0,75.0,-0.12364282133127696,0.0004806894967426256,-0.15969453358697389,59
USD/JPY,5m,5,65.0,165.0,100.0,-0.11162558391271132,0.0004806894967426256,-0.15969453358697389,59
USD/JPY,5m,5,65.0,215.0,150.0,-0.08759110907558004,0.0004806894967426256,-0.15969453358697389,59
USD/JPY,15m,15,65.0,-85.0,-150.0,-0.26932093145350094,0.0006729050791575826,-0.16838516957986355,59
USD/JPY,15m,15,65.0,-35.0,-100.0,-0.2356756774956218,0.0006729050791575826,-0.16838516957986355,59
USD/JPY,15m,15,65.0,-10.0,-75.0,-0.21885305051668225,0.0006729050791575826,-0.16838516957986355,59
USD/JPY,15m,15,65.0,15.0,-50.0,-0.20203042353774267,0.0006729050791575826,-0.16838516957986355,59
USD/JPY,15m,15,65.0,40.0,-25.0,-0.18520779655880312,0.0006729050791575826,-0.16838516957986355,59
USD/JPY,15m,15,65.0,65.0,0.0,-0.16838516957986355,0.0006729050791575826,-0.16838516957986355,59
USD/JPY,15m,15,65.0,90.0,25.0,-0.15156254260092397,0.0006729050791575826,-0.16838516957986355,59
USD/JPY,15m,15,65.0,115.0,50.0,-0.13473991562198442,0.0006729050791575826,-0.16838516957986355,59
USD/JPY,15m,15,65.0,140.0,75.0,-0.11791728864304485,0.0006729050791575826,-0.16838516957986355,59
USD/JPY,15m,15,65.0,165.0,100.0,-0.10109466166410529,0.0006729050791575826,-0.16838516957986355,59
USD/JPY,15m,15,65.0,215.0,150.0,-0.06744940770622615,0.0006729050791575826,-0.16838516957986355,59
USD/JPY,30m,30,65.0,-85.0,-150.0,-0.26337444687773814,0.0006572885673945855,-0.1647811617685503,59
USD/JPY,30m,30,65.0,-35.0,-100.0,-0.23051001850800884,0.0006572885673945855,-0.1647811617685503,59
USD/JPY,30m,30,65.0,-10.0,-75.0,-0.21407780432314422,0.0006572885673945855,-0.1647811617685503,59
USD/JPY,30m,30,65.0,15.0,-50.0,-0.19764559013827956,0.0006572885673945855,-0.1647811617685503,59
USD/JPY,30m,30,65.0,40.0,-25.0,-0.1812133759534149,0.0006572885673945855,-0.1647811617685503,59
USD/JPY,30m,30,65.0,65.0,0.0,-0.1647811617685503,0.0006572885673945855,-0.1647811617685503,59
USD/JPY,30m,30,65.0,90.0,25.0,-0.14834894758368566,0.0006572885673945855,-0.1647811617685503,59
USD/JPY,30m,30,65.0,115.0,50.0,-0.131916733398821,0.0006572885673945855,-0.1647811617685503,59
USD/JPY,30m,30,65.0,140.0,75.0,-0.11548451921395637,0.0006572885673945855,-0.1647811617685503,59
USD/JPY,30m,30,65.0,165.0,100.0,-0.09905230502909174,0.0006572885673945855,-0.1647811617685503,59
USD/JPY,30m,30,65.0,215.0,150.0,-0.06618787665936246,0.0006572885673945855,-0.1647811617685503,59
USD/JPY,1h,60,65.0,-85.0,-150.0,-0.2961664606233021,0.0006033555031650622,-0.20566313514854279,59
USD/JPY,1h,60,65.0,-35.0,-100.0,-0.265998685465049,0.0006033555031650622,-0.20566313514854279,59
USD/JPY,1h,60,65.0,-10.0,-75.0,-0.25091479788592247,0.0006033555031650622,-0.20566313514854279,59
USD/JPY,1h,60,65.0,15.0,-50.0,-0.2358309103067959,0.0006033555031650622,-0.20566313514854279,59
USD/JPY,1h,60,65.0,40.0,-25.0,-0.22074702272766933,0.0006033555031650622,-0.20566313514854279,59
USD/JPY,1h,60,65.0,65.0,0.0,-0.20566313514854279,0.0006033555031650622,-0.20566313514854279,59
USD/JPY,1h,60,65.0,90.0,25.0,-0.19057924756941624,0.0006033555031650622,-0.20566313514854279,59
USD/JPY,1h,60,65.0,115.0,50.0,-0.17549535999028967,0.0006033555031650622,-0.20566313514854279,59
USD/JPY,1h,60,65.0,140.0,75.0,-0.1604114724111631,0.0006033555031650622,-0.20566313514854279,59
USD/JPY,1h,60,65.0,165.0,100.0,-0.14532758483203656,0.0006033555031650622,-0.20566313514854279,59
USD/JPY,1h,60,65.0,215.0,150.0,-0.11515980967378345,0.0006033555031650622,-0.20566313514854279,59
USD/JPY,2h,120,65.0,-85.0,-150.0,-0.3629238858635443,0.0007164168280327719,-0.2554613616586285,59
USD/JPY,2h,120,65.0,-35.0,-100.0,-0.3271030444619057,0.0007164168280327719,-0.2554613616586285,59
USD/JPY,2h,120,65.0,-10.0,-75.0,-0.30919262376108636,0.0007164168280327719,-0.2554613616586285,59
USD/JPY,2h,120,65.0,15.0,-50.0,-0.2912822030602671,0.0007164168280327719,-0.2554613616586285,59
USD/JPY,2h,120,65.0,40.0,-25.0,-0.27337178235944776,0.0007164168280327719,-0.2554613616586285,59
USD/JPY,2h,120,65.0,65.0,0.0,-0.2554613616586285,0.0007164168280327719,-0.2554613616586285,59
USD/JPY,2h,120,65.0,90.0,25.0,-0.23755094095780918,0.0007164168280327719,-0.2554613616586285,59
USD/JPY,2h,120,65.0,115.0,50.0,-0.21964052025698988,0.0007164168280327719,-0.2554613616586285,59
USD/JPY,2h,120,65.0,140.0,75.0,-0.2017300995561706,0.0007164168280327719,-0.2554613616586285,59
USD/JPY,2h,120,65.0,165.0,100.0,-0.18381967885535128,0.0007164168280327719,-0.2554613616586285,59
USD/JPY,2h,120,65.0,215.0,150.0,-0.1479988374537127,0.0007164168280327719,-0.2554613616586285,59
USD/JPY,4h,240,65.0,-85.0,-150.0,-0.40017993895271503,0.0009904527854246547,-0.2516120211390168,59
USD/JPY,4h,240,65.0,-35.0,-100.0,-0.3506572996814823,0.0009904527854246547,-0.2516120211390168,59
USD/JPY,4h,240,65.0,-10.0,-75.0,-0.32589598004586595,0.0009904527854246547,-0.2516120211390168,59
USD/JPY,4h,240,65.0,15.0,-50.0,-0.30113466041024955,0.0009904527854246547,-0.2516120211390168,59
USD/JPY,4h,240,65.0,40.0,-25.0,-0.27637334077463316,0.0009904527854246547,-0.2516120211390168,59
USD/JPY,4h,240,65.0,65.0,0.0,-0.2516120211390168,0.0009904527854246547,-0.2516120211390168,59
USD/JPY,4h,240,65.0,90.0,25.0,-0.22685070150340045,0.0009904527854246547,-0.2516120211390168,59
USD/JPY,4h,240,65.0,115.0,50.0,-0.20208938186778408,0.0009904527854246547,-0.2516120211390168,59
USD/JPY,4h,240,65.0,140.0,75.0,-0.1773280622321677,0.0009904527854246547,-0.2516120211390168,59
USD/JPY,4h,240,65.0,165.0,100.0,-0.15256674259655134,0.0009904527854246547,-0.2516120211390168,59
USD/JPY,4h,240,65.0,215.0,150.0,-0.1030441033253186,0.0009904527854246547,-0.2516120211390168,59
USD/JPY,6h,360,65.0,-85.0,-150.0,-0.4074570840898929,0.0010197942699863554,-0.25448794359193955,59
USD/JPY,6h,360,65.0,-35.0,-100.0,-0.3564673705905751,0.0010197942699863554,-0.25448794359193955,59
USD/JPY,6h,360,65.0,-10.0,-75.0,-0.3309725138409162,0.0010197942699863554,-0.25448794359193955,59
USD/JPY,6h,360,65.0,15.0,-50.0,-0.3054776570912573,0.0010197942699863554,-0.25448794359193955,59
USD/JPY,6h,360,65.0,40.0,-25.0,-0.27998280034159845,0.0010197942699863554,-0.25448794359193955,59
USD/JPY,6h,360,65.0,65.0,0.0,-0.25448794359193955,0.0010197942699863554,-0.25448794359193955,59
USD/JPY,6h,360,65.0,90.0,25.0,-0.22899308684228065,0.0010197942699863554,-0.25448794359193955,59
USD/JPY,6h,360,65.0,115.0,50.0,-0.20349823009262177,0.0010197942699863554,-0.25448794359193955,59
USD/JPY,6h,360,65.0,140.0,75.0,-0.1780033733429629,0.0010197942699863554,-0.25448794359193955,59
USD/JPY,6h,360,65.0,165.0,100.0,-0.152508516593304,0.0010197942699863554,-0.25448794359193955,59
USD/JPY,6h,360,65.0,215.0,150.0,-0.10151880309398623,0.0010197942699863554,-0.25448794359193955,59
USD/JPY,12h,720,65.0,-85.0,-150.0,-0.4344066532245202,0.000947100482476827,-0.29234158085299616,59
USD/JPY,12h,720,65.0,-35.0,-100.0,-0.38705162910067886,0.000947100482476827,-0.29234158085299616,59
USD/JPY,12h,720,65.0,-10.0,-75.0,-0.3633741170387582,0.000947100482476827,-0.29234158085299616,59
USD/JPY,12h,720,65.0,15.0,-50.0,-0.3396966049768375,0.000947100482476827,-0.29234158085299616,59
USD/JPY,12h,720,65.0,40.0,-25.0,-0.3160190929149168,0.000947100482476827,-0.29234158085299616,59
USD/JPY,12h,720,65.0,65.0,0.0,-0.29234158085299616,0.000947100482476827,-0.29234158085299616,59
USD/JPY,12h,720,65.0,90.0,25.0,-0.2686640687910755,0.000947100482476827,-0.29234158085299616,59
USD/JPY,12h,720,65.0,115.0,50.0,-0.24498655672915481,0.000947100482476827,-0.29234158085299616,59
USD/JPY,12h,720,65.0,140.0,75.0,-0.22130904466723414,0.000947100482476827,-0.29234158085299616,59
USD/JPY,12h,720,65.0,165.0,100.0,-0.19763153260531346,0.000947100482476827,-0.29234158085299616,59
USD/JPY,12h,720,65.0,215.0,150.0,-0.15027650848147212,0.000947100482476827,-0.29234158085299616,59
